title,description,v_pub_datetime,video_id,category_id
название Дорама:я ничего не хочу делать,"Описание дорамы  В жизни молодой девушки Ли Ё Рым настал тяжелый период: на работе сплошные разочарования, ее бросает парень, а однажды ночью раздается тревожный звонок, и главная героиня узнает, что ее мама умерла. Пребывая в депрессии, Ли Ё Рым бросает работу и уезжает с родного города в глухую деревушку, где знакомится со странным библиотекарем Дэ Боком. В спокойной обстановке и в компании молчаливого парня у нее получается на время забыться и зажить новой жизнью. Только не всем жителям деревни пришлась по нраву девушка, и вскоре она сталкивается с новыми проблемами.",2024-08-11 21:38:52+03:00,99c30952-fd48-4413-8307-74627d4e790c,Сериалы
Подборка мультфильмов «2-я 10-ка»,"Здравствуйте, дорогие друзья. 1. Утиные истории 2. Черепашки-ниндзя 3. Тимон и Пумба 4. Алладин 5. Приключения мишек Гамми 6. Губка Боб Квадратные Штаны 7. Черный Плащ 8. Чип и Дейл спешат на помощь 9. Чудеса на виражах 10. Котопес  Приятного просмотра. Желаю вам хорошего настроения!",2024-08-11 21:38:38+03:00,7a10f9a0-7b27-4c12-a55a-4379c443de3f,Мультфильмы
Детская песня l Песни для детей l О Маме l Где же мама l  Музыка для малышей!,"С нами всегда интересно и весело! Пойте вместе с любимыми героями и наслаждайтесь красочными мультфильмами. Наш канал — это место, где мечты оживают, а фантазии становятся реальностью     Теги канала: детские песни, детские песни слушать, слушающий детские песни, детские песнь слушать, детские песни про, скачать детские песни, детские песни бесплатно,детские песни онлайн,детские песни слушать онлайн, детские песнь слушать онлайн, детские песни слушать бесплатно, детские песни онлайн бесплатно, детские песни слушать онлайн бесплатно, скачать детский песнь, веселые детские песни, песни детского сада, детские песни с днем, детские песни с рождения, детские песни с днем рождения, детские песни для малышей, современные детские песни, детские песни скачать бесплатно,советские детские песни, детские песни из мультфильмов, детские песни текст, лучшие детские песни, песню лету детская, детские ансамбли песни, детские песни для детей, сборник детских песен, скачать детские песни про, лучшие детские песни бесплатно ,скачать детскую песню день",2024-08-11 21:38:21+03:00,75b4bed9-59c5-44d8-896b-45a9a88374b9,Детям
Головоломка 2 мультфильм / Райли и не эмоции❤️,,2024-08-11 21:36:08+03:00,fca18935-3e44-4594-b3b1-7053afea2a7b,Мультфильмы
Детская песня|Песенки для детей |Песня про вредного кота lСмешной Котолапка,"С нами всегда интересно и весело! Пойте вместе с любимыми героями и наслаждайтесь красочными мультфильмами. Наш канал — это место, где мечты оживают, а фантазии становятся реальностью     Теги канала: детские песни, детские песни слушать, слушающий детские песни, детские песнь слушать, детские песни про, скачать детские песни, детские песни бесплатно,детские песни онлайн,детские песни слушать онлайн, детские песнь слушать онлайн, детские песни слушать бесплатно, детские песни онлайн бесплатно, детские песни слушать онлайн бесплатно, скачать детский песнь, веселые детские песни, песни детского сада, детские песни с днем, детские песни с рождения, детские песни с днем рождения, детские песни для малышей, современные детские песни, детские песни скачать бесплатно,советские детские песни, детские песни из мультфильмов, детские песни текст, лучшие детские песни, песню лету детская, детские ансамбли песни, детские песни для детей, сборник детских песен, скачать детские песни про, лучшие детские песни бесплатно ,скачать детскую песню день",2024-08-11 21:35:46+03:00,5d8199a0-571d-4a68-8d7b-b2b22f235b26,Детям
название дорамы В прямом эфире,"Главная героиня дорамы «Живи на полную», Пэк Хо Ран, учится в старшей школе. Благодаря своему высокому социальному статусу у нее нет проблем, но и друзей тоже нет. Это и не удивительно беря в расчет ее скверный характер. Однажды в ее жизни появляется таинственный незнакомец, который по школьному радио грозится раскрыть ее тайну. Такой поворот событий заставляет Хо Ран вступить в клубу радиовещания, которым руководит перфекционист Го Ын Тэк. Парень не терпит халтуры и всегда ответственно относится к делу. Вместе они собираются вычислить назойливого недоброжелателя",2024-08-11 21:35:41+03:00,06d9bf4d-9c8d-4da5-82ae-e206f62728bb,Сериалы
Зоопарк-песня---Музыка-для-детей---Образовательный-мультфильм---Дошкольные-видео---Детский-сад,,2024-08-11 21:35:20+03:00,3fb888b1-ecec-41e1-bd11-bf3c13b530d7,Детям
Are You Hungry_ _ Kids Song _ Finny The Shark,,2024-08-11 21:34:52+03:00,e08ab452-ba70-4417-8a76-a90c1c2e9a13,Детям
I Love The Ocean _ Kids Song _ Finny The Shark,,2024-08-11 21:34:52+03:00,8a5d8a75-b9fa-45ab-8a43-2863cb5af256,Детям
5 Little Ducks song _ Newborn Baby Songs & Nursery Rhymes,,2024-08-11 21:34:52+03:00,5363bc93-fb24-49d6-afd3-d9558e09875a,Обучение
Five Little Speckled Frogs _ Kids Songs _ Super Simple Songs,,2024-08-11 21:34:52+03:00,68ba0c6f-da9a-4360-978a-fc6fe7f1958f,Детям
ПЛОХИЕ ШУТКИ  2,Хэй гайз ! Вашему вниманию новый топовый выпуск от Дэни яровского !,2024-08-11 21:33:56+03:00,43bc7c66-dfab-4d30-8463-aafb4dcbea36,Развлечения
ЭДИСОН И НАТАХА В ЧЕЛОВЕК БЕНЗОПИЛА В МАЙНКРАФТ!,,2024-08-11 21:33:54+03:00,aebde5d3-a379-4693-ba24-ca8f63b38f21,Видеоигры
VID_20240811_213242.mp4,,2024-08-11 21:33:33+03:00,40e2fe17-5f5e-4a5b-960b-0a67db9f0401,Детям
1 видео,,2024-08-11 21:33:00+03:00,bc444be1-0441-4bba-8a36-2b88f3a3ed8b,Детям
Время жить - трейлер (Фильм 2024 года),"Трейлер к фильму Время жить, который выйдет в 2024 году.",2024-08-11 21:30:06+03:00,d424821e-cb66-470b-9a7b-cb7eb3e7394b,Фильмы
Lego education 3-5.mp4,Лего education 3-5,2024-08-11 21:27:55+03:00,1679b635-854b-4199-828a-8d61a781ba65,Детям
Лиса и журавль,Аудиосказка в картинках,2024-08-11 21:26:54+03:00,fe11bbba-22ab-4839-97be-a7c6fc995125,Детям
Сериал Скорая помощь - 2 сезон 10 серия / ER,"ПОДПИСЫВАЙСЯ НА НАШИ СОЦСЕТИ - КИНО ВСЕГДА РЯДОМ. Мы в телеграм Мы в вконтакте Мы в яппи Мы в ютубе /@Boomer_pirate Мы в инсте Мы в дзене  «A Miracle Happens Here» / «Чудо среди нас»  Герои остросюжетного сериала «Скорая помощь» - врачи чикагской городской больницы. Они оказывают экстренную помощь пациентам, спасают человеческие жизни, забывая порой о себе и совершенно не думая о том, что их каждодневная работа граничит с героизмом. Выполняя свой профессиональный долг, врачи «Скорой помощи» влюбляются, разводятся, плетут интриги, надеются на лучшее и... в общем, у них все как у людей, несмотря на трудную работу и высокое призвание. #скораяпомощь #er #сериалскораяпомощь #скорая #медицинскийсериал #помощь #медицина #сериал #сериалы #обзорнасериал #смотретьонлайн #кино #emergencyroom",2024-08-11 21:24:16+03:00,b7fb7431-b657-4da0-bb62-75a25554d607,Сериалы
