title,description,v_pub_datetime,video_id,category_id
"Экстрасенсы. Битва сильнейших, 25 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-11-25 21:00:16+03:00,68bf2a4b-2591-4b1f-9f19-7e732bf8a8b0,Телепередачи
"Новая Битва экстрасенсов, 24 сезон, 6 выпуск","Их ждали, на них надеялись, и они вернулись. Экстрасенсы возвращаются в новом сезоне культового шоу, чтобы устроить масштабное соревнование между собой, а заодно помочь людям, которые действительно нуждаются во вмешательстве извне для решения самых разных проблем. На этот раз к экстрасенсам обратилась компания друзей, а если быть точнее, те,  кто еще остался жив. В компании было 8 человек. Их дружба началась еще в начале нулевых, когда они были детьми. Они взрослели, учились, выходили замуж и строили планы на будущее. Но в какой-то момент один за одним друзья начали уходить из жизни при ужасных и страшных обстоятельствах.  Те, кто остался в живых - опасаются за свою жизнь и боятся быть следующими. Экстрасенсам предстоит понять, что положило начало этой страшной и загадочной цепочке смертей. И получится ли у экстрасенсов остановить эту пугающую закономерность",2024-04-27 21:30:04+03:00,4a15337f-b10a-4c66-a7c1-68799c295923,Телепередачи
ПУТЕШЕСТВИЕ НА БОЛЬШОГО БУДДУ | По достопримечательностям Самуи,"В этом видео мы отправились на Большого Будду, чтобы сравнить его с Буддой на Пхукете и во Вьетнаме. Оправдались ли наши ожидания? И какой же Будда понравился нам больше? Приятного просмотра❤️",2024-06-10 15:54:03+03:00,9ae186c9-96ff-4533-b72c-15c15393bf2a,Путешествия
"Экстрасенсы. Битва сильнейших, 12 выпуск","В башкирском селе вешаются молодые парни. Практически каждый житель села Буганак хоронил своего родного мужчину, закончившего жизнь в петле. Почему так происходит? Матери беспокоятся за своих сыновей, жены за мужей, дочери за отцов. Помочь предотвратить очередную трагедию в селе отправляются Александр Шепс,  Олег Шепс и Марьяна Романова.",2023-06-17 21:30:12+03:00,bc4aca9c-9ed9-4e68-864a-0d26a350a1e0,Телепередачи
Как воспитать друзей ребёнка?,"Как вы считаете возможно ли подобрать друзей для своего ребенка? А можно ли указывать с кем ребёнку дружить, а с кем нет? Все это и не только в этом выпуске! Приятного просмотра!",2024-05-18 22:42:31+03:00,b282a816-e361-4808-9936-66cea8062df8,Психология
"Новая Битва экстрасенсов, 24 сезон, 10 выпуск",,2024-05-25 21:30:05+03:00,53d48bce-ad44-4c9b-8e5f-498ad9167386,Телепередачи
"Новая Битва экстрасенсов, 24 сезон, 4 выпуск",,2024-04-13 21:30:06+03:00,3b332cbc-80d7-4f08-9ef2-47d50f1b9b4d,Телепередачи
"Новая Битва экстрасенсов, 24 сезон, 7 выпуск",,2024-05-04 21:30:05+03:00,f3d28fd5-0498-4089-a736-12972b9e1968,Телепередачи
"Новая Битва экстрасенсов, 24 сезон, 3 выпуск",,2024-04-06 21:30:10+03:00,4c778e27-2762-457d-832c-3e553661eb51,Телепередачи
Украинский фронт - Техасская Народная Республика. Атака россиян у авдеевского карьера. 27 января 202,Телеграм  - главная платформа Rutube Rumble ВК Дзен  Поддержать канал  рублем  Поддержать канал     Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-01-27 19:36:33+03:00,a750d3f5-7310-4355-aa20-5c5ebb0973df,Разное
Подстава от Ниссан! Сделал ТО - убил тачку :(,"Сегодня у нас очень интересное видео, в котором мы оживляем странного мертвеца. Владелец, Максим, решил обслужить свой авто. Купил хорошие оригинальные запчасти, а получил в итоге кирпич. Несколько месяцев разные сервисы пытались понять причину, по которой Ниссан Мурано просто умер после обычного ТО. Но, ничего не получилось.  Максим написал нам с просьбой помочь. И мы не смогли отказать :)  Даже не знаю для кого мы выкладываем это видео здесь. Если же у Вас Ютуб также тормозит, то можете посмотреть это видео на других площадках: VK: -56338600_456245728 Дзен:   Всем Добра!",2024-08-08 16:00:11+03:00,3aa60fda-3ed7-4a52-b950-aab3652f87aa,Авто-мото
"Новая Битва экстрасенсов, 24 сезон, 13 выпуск","Совсем скоро зрители выберут победителя 24-го сезона «Новой битвы экстрасенсов». Осталось всего одно, финальное испытание, которое экстрасенсы будут проходить в Сибири. Четверо финалистов - Максим Левин, Елизавета Петрова, Артём Краснов и Александр Саков - постараются разобраться в причине внезапно возникающих пожаров в живописном селе Кудельный Ключ. Поймут ли они, почему огненная стихия накинулась на дома на одной конкретной улице? И смогут ли помочь перепуганным жителям, гибнущим в пламени под собственными крышами? Экстрасенсам придется выложиться по максимуму, ведь на кону победа в 24-м сезоне легендарного проекта.",2024-06-15 21:30:05+03:00,75987f9e-a0d2-46f0-b72c-0b7cef64df60,Телепередачи
Украинский фронт - ВСУ сбили самолет с пленными азовцами. Война дронов в Авдеевке. 24 января 2024,Телеграм  - главная платформа Rutube Rumble ВК Дзен  Поддержать канал  рублем  Поддержать канал     Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-01-24 19:44:57+03:00,43f60d76-b588-4d86-b711-df2af30cff14,Разное
ЧТО НЕЛЬЗЯ ДЕЛАТЬ АКТЁРУ? НА КАКИЕ ТЕМЫ НЕ СТОИТ ГОВОРИТЬ? КАК ВЕСТИ СЕБЯ В СОЦ СЕТЯХ?,"Пиши в комментариях, какие запреты стали для тебя шоком?",2024-07-04 18:13:34+03:00,9b2dd9f2-9291-4e4c-92ee-84691c854c86,Развлечения
СТАТУИ В ДЖУНГЛЯХ ТАЙЛАНДА | Путешествие по Самуи,"Продолжаем гулять по мистическому парку с тайскими статуями, некоторые из них вызывают страх и интерес их происхождения, мы остались в полном восторге от посещения этого парка! Приятного просмотра❤️",2024-06-24 11:35:46+03:00,984945ea-f0fa-49b5-ba7d-4c8fa4c85548,Путешествия
Овощи по-сицилийски с говядиной на аэрогриле.,"Овощи по-сицилийски с говядиной на аэрогриле. Рекомендую. Приготовить « Овощи по-сицилийски с говядиной на аэрогриле »  хорошая идея. Рецепт очень простой. В данной подборке видео я покажу, как быстро его приготовить. Приятного просмотра. Ингредиенты:  * Овощи по-сицилийски консервированный * Мясо телятина * Черри * Картофель фри * Моцарелла * Паприка сладкая * Приправа Абхаская * Хмели - Сунели * Растительное масло    Подписывайтесь на канал, ставьте колокольчик, ракету, лайки, делитесь с друзьями.  Автор канала Debauchery Food: Food Bloger Stas Arkatov  Подписывайтесь на канал в TELEGRAM:  Официальный сайт Food Bloger Stas Arkatov: /  Резидент: @insight.people  Реклама, сотрудничество E-mail email  Запрещается копирование, распространение или любое иное использование видео без предварительного согласия правообладателя. #food #fast #fastfood #еда #рецепты #рецепт #еданакамеру #кулинария #DebaucheryFood #stasarkatov",2024-04-18 18:19:14+03:00,518864fe-f0af-48e1-ac93-816dccc95f3e,UNKNOWN
"Сняли за 700$ сарай😨, хотя платили за 5* Все включено",,2024-05-02 20:41:33+03:00,322a5493-5b1a-4ba5-978d-73246979b730,Путешествия
"Новая Битва экстрасенсов, 24 сезон, 12 выпуск",,2024-06-08 21:30:06+03:00,7592d390-71df-4b59-806b-5bd12c29755c,Телепередачи
ТОП БЕСПЛАТНЫХ ИГР НА ТЕЛЕФОН!,"В этом выпуске тебя ждет ТОП БЕСПЛАТНЫХ ЛУЧШИХ ИГР НА АНДРОИД И IOS! Представляю вам топ-12 лучших и крутых игр на андроид и ios как с так и без интернет, то бишь оффлайн игры для смартфонов! В этом топе собраны: Экшен, гонки, шутеры, головоломки, сюжетные игры, рпг, симуляторы, с открытым миром, без интернета то есть оффлайн, онлайн игры и многое другое.  Так что, приятного просмотра. Список игр:  12. One State Android:- () iOS:--state-rp-online/id1597760047 (-state-rp-online/id1597760047)  11. Aerofly FS 2023 Android:- () iOS:--fs-2023/id6444003182 (-fs-2023/id6444003182)  10. Project Drift 2.0 Android:- iOS:- -drift-2-0/id1575362673  9. Soccer Super Star Android:- () iOS:--super-star/id1550945606 (-super-star/id1550945606)  8. Rally Fury - Extreme Racing Android:- () iOS:--fury-extreme-racing/id1243267529 (-fury-extreme-racing/id1243267529)  7. Titan Glory Android:- () iOS:--glory/id1500745829 (-glory/id1500745829)  6. Era of Legend Android:- () iOS:--of-legends-%D0%BC%D0%B8%D1%80-%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2/id1443725136 (-of-legends-%D0%BC%D0%B8%D1%80-%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2/id1443725136)  5. Rally ONE Android:- ()  4. Racing Master Android:- () iOS:--master/id1626648106?l=en (-master/id1626648106?l=en)  3. Love You to Bits Android:- () iOS:--you-to-bits/id1612738052 (-you-to-bits/id1612738052)  2. The Last Survivor: Zombie Game Android:- () iOS:--survivor-zombie-game/id1659997175 (-survivor-zombie-game/id1659997175)  1. Dead Cells Android:- () iOS:--cells/id1626984813 (-cells/id1626984813)",2024-04-07 22:14:51+03:00,f451f50a-5215-4fa4-ace9-7f5e153195cd,Видеоигры
ПЕРВЫЙ РАЗ ИГРАЮ В VALORANT || УХОЖУ ИЗ CS?,TG - YAPPY - TT - /@skushneruk,2024-08-02 16:02:16+03:00,b545610e-1175-4f02-8c5b-2082bb4e5640,Видеоигры
"Новая Битва экстрасенсов, 24 сезон, 11 выпуск","Экстрасенсы отправляются за Северный полярный круг в город Кировск, Мурманской области. У подножия древнего горного массива произошла трагедия, разбившая материнское сердце. В начале октября 2023 года  пропал 22-летний Александр.  Парня искали всем городом, прочесывали каждый сантиметр местности, но безуспешно.  Сашу нашли спустя 20 дней в том месте, где не раз проходили волонтеры. Как тело могло там появиться? Мог ли  молодой человек уйти из жизни добровольно? Экстрасенсам предстоит разобраться в этой трагической истории и ответить на главный вопрос безутешной матери: как умер ее младший сын?",2024-06-01 21:30:10+03:00,3992c2aa-5666-4c96-af7c-8e4a0795ad93,Телепередачи
Выходные в Москве!  День России. Как проходит подготовка к торжеству.,"Друзья всем привет и добро пожаловать в новое видео!  Думаю будет круто нам всем вместе погулять по улицам Старого Арбата, Красной Площади, Патрикам и вместе посмотреть вайб подготовки к Празднику)  День России - возникновение праздника связано с событием, произошедшим 33 года назад, — подписанием 12 июня 1990 года Декларации о государственном суверенитете России. Документ фактически положил конец РСФСР и стал первым законодательным основанием для нового образования государства. Поначалу знаменательная дата носила название День принятия Декларации о государственном суверенитете РФ, однако быстро стала зваться в обиходе Днем России. И в 2002 году название официально сменили на более легкий по звучанию вариант. День России — это праздник, объединяющий многонациональное население страны площадью более 17 млн км, а также граждан РФ за ее пределами. Это официальный выходной, и в 2024 году россияне отдыхают три дня вместо двух с учетом среды. В честь торжества по всей стране проходят масштабные празднования, выступления, фестивали. Наиболее яркие мероприятия традиционно состоятся в Москве на Красной площади. В стенах Кремля проводится церемония вручения государственных премий. Лауреатами становятся выдающиеся деятели культуры и науки. А по всей столице организуют тематические парады, концерты, экскурсии. К празднованиям присоединяются и другие города необъятной страны — от Калининграда до Петропавловска-Камчатского. И хотя мероприятия проходят в разных часовых поясах, кульминацией праздника неизменно остается торжественный салют, под звуки которого россияне еще раз поздравляют друг друга с Днем России. Символом праздника является российский триколор. В знаменательный день флаги вывешивают на балконы и окна, зеркала автомобилей, полотнами украшают фасады домов, городское убранство пестрит бело-сине-красными цветами. Садитесь поудобнее мы начинаем и телепортируемся в Столицу ;)",2024-06-27 03:19:17+03:00,7eada591-11a8-4ab6-bd31-2eb8d8206edd,Путешествия
"Остров Краби. Нападение обезьян, покорение Тайского Эвереста, встреча с монахами, золотой Будда.","Друзья,  всем большой привет! Или как сказали бы Тайцы всем Сават ди. Сегодня мы отправляемся ещё в одну неизведанную часть Тайланда для знакомства с местной культурой, религией, жителями, обычаями, едой и природой. Краби – южная провинция Таиланда на побережье Андаманского моря, включающая в себя множество живописных тропических островов. Основные туристические «ловушки» региона – восхитительные песчаные пляжи, запоминающийся снорклинг и менее тусовочная, по сравнению с соседним Пхукетом, атмосфера. Цены на отдых в Краби тоже ниже, чем на других раскрученных курортах, так что данное тревел-направление можно смело брать на заметку, если бюджет путешествия меньше, чем хотелось бы.  Всем крутых впечатлений от просмотра и держитесь крепче мы телепортируемся в Краби!!!",2024-06-10 02:17:21+03:00,9b37428e-73d0-49a2-862d-ee5592b4e17a,Путешествия
Как на самом деле работает тарелка Рика? | Рик и Морти VR,"Ну вот, Морти, смотри, что ты натворил. Думал, виртуальная реальность - это просто игрушка, а? Нет, это место, где ты можешь по-настоящему что-то сломать. И вот, моя летающая тарелка вдребезги. Но не волнуйся, я нашёл тебе занятие посерьёзнее, чем сбор шариков или беготня от виртуальных монстров. Сегодня ты, Морти, возьмёшь в руки инструменты и починишь мою тарелку. А я буду стоять рядом и критиковать каждое твоё движение. Почему? Потому что мне это весело, и потому что ты всё равно ничего не понимаешь в трансгалактических моторах. Но, знаешь, я верю в тебя... Ну, по крайней мере, пока ты не взорвёшь нас обоих. TELEGRAM — VK — YAPPY — -gl.me/FHSzv",2024-04-01 18:27:28+03:00,d616e3a2-7046-466b-9f59-4b525c37813a,Видеоигры
"Новая Битва экстрасенсов, 24 сезон, 9 выпуск",,2024-05-18 21:30:06+03:00,511048de-dc69-4eeb-9e3b-7d859c255cb9,Телепередачи
"Экстрасенсы. Битва сильнейших, 29 выпуск. ФИНАЛ","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-12-23 21:00:21+03:00,ae85dedd-b55e-48dc-9e51-792f34cb8857,Телепередачи
Прямой эфир ТНТ,"Для фанатов главного развлекательного канала ТНТ смотреть прямой эфир онлайн — отличное решение. Лучшие комедии, любимые герои, новые выпуски «ДОМ-2», Comedy Club, «Битва экстрасенсов» и многое другое. Смотреть бесплатно ТНТ онлайн — выбор современных людей с чувством юмора.",2019-06-06 10:44:42+03:00,ef38bfc3-d07c-413c-9195-0070005ffa29,Телепередачи
"Экстрасенсы. Битва сильнейших, 27 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-12-09 21:00:21+03:00,9ae23fe3-155d-4735-af69-e9b838c19da2,Телепередачи
"Экстрасенсы. Битва сильнейших, 8 выпуск","В новом шоу ТНТ «Экстрасенсы. Битва сильнейших» за право стать лучшим сразятся самые яркие участники легендарной «Битвы экстрасенсов». Самые сильные победители и финалисты «Битвы» приняли вызов продюсеров и согласились еще раз доказать свои способности. Девять лучших экстрасенсов начнут борьбу за победу 1 апреля на ТНТ. «Экстрасенсы. Битва сильнейших» – это турнир, в котором лучшие из лучших покажут свою силу и эзотерические навыки. Однажды они уже доказали, на что способны. Но смогут ли лучшие остаться такими среди сильнейших? В каждом выпуске участники будут проходить испытания, а члены жюри, зрители и сами экстрасенсы определят тех, кто сделал это лучше, а кому стоит продолжить практиковать свои умения. Впервые экстрасенсы пройдут «трехступенчатую» оценку своих способностей, в которой важную роль сыграют зрители ТНТ. В каждом выпуске они смогут решить, кто был лучшим и достойным.",2023-05-20 21:00:22+03:00,cbd26ecd-9cfd-43f0-b006-2536e41b266f,Телепередачи
Приезд в столицу Лаоса. Какие трудности нас ждут впереди?,"Друзья, всем большой привет из столицы Лаоса города Вьентьян!! Или как сказали бы местные всем савади ;) Сегодня мы с вами изучим культурой этой ранее не изведанной страны и окунемся в местные коларит, попробуем еду, посмотрим местные достопримечательности и конечно же пройдем путь с самого аэропорта, покупки симки и заселения в отель и почувствуем этот вайб первых часов по прилету в новую страну. Вьентьян — столица Лаоса, город, основанный королём Сеттхатхиратом в 1560 году, сегодня — резиденция правительства страны и самая маленькая столица в Юго-Восточной Азии. Город расположен в излучине Меконга среди плодородных равнин, он является крупнейшим культурным, торговым и административным центром Лаоса. В городе множество зданий, напоминающих о европейском владычестве, а также интересных храмов, буддистских монастырей, колоритных рынков. Держитесь крепче за телепорт мы отправляемся в путешествие по Лаосу :)",2024-07-25 15:03:06+03:00,7e03fb9e-2c9e-4ff4-ba69-fe747aee808d,Путешествия
Готовим Ботишал с звездым гостем - Джамиля Остапова часть 2.,"Пока мы с Джамилей Остаповой , под ником @akula.57 , готовим Ботишал - национальное Дагестанское блюдо аварского народа , я постараюсь узнать все ее секреты.  Джамиля ответила на вопросы :  какое вероисповедание ? кто по нации ?  и откуда она родом ?",2024-06-22 03:57:18+03:00,5b7d9f55-23ff-434f-9107-1f847a16ba96,Еда
